conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
RELATIONSHIP_TYPE:1,Related,,ARCHES RESOURCE CROSS-REFERENCE RELATIONSHIP TYPES.E32.csv,Index,GCI
RELATIONSHIP_TYPE:2,Contains,,ARCHES RESOURCE CROSS-REFERENCE RELATIONSHIP TYPES.E32.csv,Index,GCI


